Data,Nome_Feriado,Tipo_Feriado,Descricao,Sigla_Estado,Municipio
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Lins 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Lorena 
14/11/2025,Feriado Municipal,MUNICIPAL,,SP,Lorena 
20/01/2025,Dia do padroeiro,MUNICIPAL,"Dia de São Sebastião, padroeiro da cidade.",SP,Louveira 
21/03/2025,Aniversário da cidade,MUNICIPAL,Emancipação Político-administrativa,SP,Louveira 
18/04/2025,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Louveira 
19/06/2025,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Louveira 
20/11/2025,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Louveira 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Lucélia 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Lucélia 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Lucianópolis 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Luís Antônio 
13/12/2025,Feriado Municipal,MUNICIPAL,,SP,Luís Antônio 
31/07/2025,Feriado Municipal,MUNICIPAL,,SP,Lupércio 
30/12/2025,Feriado Municipal,MUNICIPAL,,SP,Lupércio 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Lutécia 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Macatuba 
02/04/2025,Feriado Municipal,MUNICIPAL,,SP,Macaubal 
02/05/2025,Feriado Municipal,MUNICIPAL,,SP,Macaubal 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Macaubal 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Macedônia 
25/03/2025,Feriado Municipal,MUNICIPAL,,SP,Magda 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Magda 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Mairinque 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Mairinque 
27/03/2025,Aniversário do Município,MUNICIPAL,Aniversário do Município ,SP,Mairiporã 
15/09/2025,Nossa Sra do Desterro,MUNICIPAL,Dia de Nossa Senhora do Desterro,SP,Mairiporã 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Manduri 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Manduri 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Marabá Paulista 
11/09/2025,Feriado Municipal,MUNICIPAL,,SP,Marabá Paulista 
04/05/2025,Feriado Municipal,MUNICIPAL,,SP,Maracaí 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Maracaí 
08/06/2025,Feriado Municipal,MUNICIPAL,,SP,Marapoama 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Mariápolis 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Mariápolis 
04/04/2025,Feriado Municipal,MUNICIPAL,,SP,Marília 
08/12/2025,Padroeira da Cidade,MUNICIPAL,,SP,Marília 
16/06/2025,Feriado Municipal,MUNICIPAL,,SP,Marinópolis 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Martinópolis 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Martinópolis 
02/12/2025,Feriado Municipal,MUNICIPAL,,SP,Martinópolis 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Matão 
27/08/2025,Feriado Municipal,MUNICIPAL,,SP,Matão 
19/06/2025,Corpus Christi,MUNICIPAL,,SP,Mauá 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3878, de 20.11.2005",SP,Mauá 
08/12/2025,Aniversário da cidade,MUNICIPAL,,SP,Mauá 
17/08/2025,Feriado Municipal,MUNICIPAL,,SP,Mendonça 
08/09/2025,Feriado Municipal,MUNICIPAL,,SP,Nipoã 
01/11/2025,Feriado Municipal,MUNICIPAL,,SP,Mendonça 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Mendonça 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Meridiano 
14/01/2025,Feriado Municipal,MUNICIPAL,,SP,Miguelópolis 
08/03/2025,Feriado Municipal,MUNICIPAL,,SP,Miguelópolis 
29/09/2025,Feriado Municipal,MUNICIPAL,,SP,Miguelópolis 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Miguelópolis 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Mineiros do Tietê 
29/08/2025,Feriado Municipal,MUNICIPAL,,SP,Mineiros do Tietê 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Mira Estrela 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Mira Estrela 
01/11/2025,Feriado Municipal,MUNICIPAL,,SP,Mira Estrela 
15/09/2025,Feriado Municipal,MUNICIPAL,,SP,Miracatu 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Miracatu 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Mirandópolis 
18/04/2025,Paixão de Cristo,MUNICIPAL,,SP,Mirante do Paranapanema 
19/06/2025,Corpus Christi,MUNICIPAL,,SP,Mirante do Paranapanema 
01/10/2025,Santa Terezinha,MUNICIPAL,Padroeira do município,SP,Mirante do Paranapanema 
29/11/2025,Aniversário do município,MUNICIPAL,,SP,Mirante do Paranapanema 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Mirassol 
08/09/2025,Feriado Municipal,MUNICIPAL,,SP,Mirassol 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Mirassolândia 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Mirassolândia 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Mococa 
05/04/2025,Feriado Municipal,MUNICIPAL,,SP,Mococa 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 566, de 2004",SP,Mococa 
18/04/2025,Sexta-feira Santa,MUNICIPAL,,SP,Mogi das Cruzes 
19/06/2025,Corpus Christi,MUNICIPAL,,SP,Mogi das Cruzes 
26/07/2025,Padroeira Santana,MUNICIPAL,,SP,Mogi das Cruzes 
01/09/2025,Aniversário de fundação da cidade,MUNICIPAL,,SP,Mogi das Cruzes 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Mombuca 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Mombuca 
01/11/2025,Feriado Municipal,MUNICIPAL,,SP,Mombuca 
27/11/2025,Feriado Municipal,MUNICIPAL,,SP,Monções 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Monções 
07/12/2025,Feriado Municipal,MUNICIPAL,,SP,Mongaguá 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Alegre do Sul 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Monte Alegre do Sul 
24/12/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Alegre do Sul 
18/04/2025,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
15/05/2025,Aniversário da Cidade,MUNICIPAL,"Aniversário da Cidade de Monte Alto, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
06/08/2025,Dia do Padroeiro,MUNICIPAL,"Dia do Padroeiro da Cidade, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
02/11/2025,Finados,MUNICIPAL,"Dia de Finados, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
10/03/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Aprazível 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Aprazível 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Azul Paulista 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Azul Paulista 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Monte Castelo 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Castelo 
22/11/2025,Feriado Municipal,MUNICIPAL,,SP,Monte Castelo 
18/04/2025,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Monte Mor 
19/06/2025,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Monte Mor 
15/08/2025,N. Sra. do Patrocínio,MUNICIPAL,Padroeira do município,SP,Monte Mor 
02/11/2025,Finados,MUNICIPAL,Dia de Finados,SP,Monte Mor 
20/11/2025,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Monte Mor 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Monteiro Lobato 
26/04/2025,Feriado Municipal,MUNICIPAL,,SP,Monteiro Lobato 
08/09/2025,Feriado Municipal,MUNICIPAL,,SP,Monteiro Lobato 
06/01/2025,Feriado Municipal,MUNICIPAL,,SP,Morro Agudo 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Morro Agudo 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Morungaba 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Morungaba 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Murutinga do Sul 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Narandiba 
02/04/2025,Feriado Municipal,MUNICIPAL,,SP,Narandiba 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Narandiba 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Narandiba 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Narandiba 
29/05/2025,Feriado Municipal,MUNICIPAL,,SP,Natividade da Serra 
13/08/2025,Feriado Municipal,MUNICIPAL,,SP,Natividade da Serra 
08/09/2025,Feriado Municipal,MUNICIPAL,,SP,Natividade da Serra 
10/06/2025,Feriado Municipal,MUNICIPAL,,SP,Nazaré Paulista 
21/11/2025,Feriado Municipal,MUNICIPAL,,SP,Nazaré Paulista 
22/05/2025,Feriado Municipal,MUNICIPAL,,SP,Neves Paulista 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Neves Paulista 
06/01/2025,Feriado Municipal,MUNICIPAL,,SP,Nhandeara 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Nhandeara 
25/03/2025,Feriado Municipal,MUNICIPAL,,SP,Nipoã 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Nipoã 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Nipoã 
06/01/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Aliança 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Aliança 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Aliança 
30/12/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Europa 
22/03/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Granada 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Nova Granada 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Guataporanga 
20/10/2025,Aniversário da cidade,MUNICIPAL,,SP,Nova Guataporanga 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Nova Guataporanga 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Independência 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Independência 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Luzitânia 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Luzitânia 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Luzitânia 
15/09/2025,Feriado Municipal,MUNICIPAL,,SP,Nova Odessa 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Nova Odessa 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Novo Horizonte 
03/05/2025,Feriado Municipal,MUNICIPAL,,SP,Nuporanga 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Nuporanga 
09/09/2025,Feriado Municipal,MUNICIPAL,,SP,Nuporanga 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Ocauçu 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Ocauçu 
07/04/2025,Feriado Municipal,MUNICIPAL,,SP,Óleo 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Óleo 
02/03/2025,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Olímpia,SP,Olímpia 
24/06/2025,São João Batista,MUNICIPAL,"Dia do Padroeiro da Cidade, São João Batista",SP,Olímpia 
22/03/2025,Feriado Municipal,MUNICIPAL,,SP,Onda Verde 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Onda Verde 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Onda Verde 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Onda Verde 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Oriente 
13/12/2025,Feriado Municipal,MUNICIPAL,,SP,Oriente 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Orindiúva 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Orindiúva 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Orlândia 
30/03/2025,Feriado Municipal,MUNICIPAL,,SP,Orlândia 
19/02/2025,Emancipação de Osasco,MUNICIPAL,Aniversário da Emancipação do Município,SP,Osasco 
18/04/2025,Sexta-feira Santa,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
13/06/2025,Dia de Santo Antônio,MUNICIPAL, Padroeiro de Osasco,SP,Osasco 
19/06/2025,Corpus Christi,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
24/04/2025,Feriado Municipal,MUNICIPAL,,SP,Oscar Bressane 
16/07/2025,Feriado Municipal,MUNICIPAL,,SP,Oscar Bressane 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Osvaldo Cruz 
06/06/2025,Feriado Municipal,MUNICIPAL,,SP,Osvaldo Cruz 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Ourinhos 
13/12/2025,Feriado Municipal,MUNICIPAL,,SP,Ourinhos 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Ouro Verde 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Ouro Verde 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Ouroeste 
27/12/2025,Feriado Municipal,MUNICIPAL,,SP,Ouroeste 
06/01/2025,Feriado Municipal,MUNICIPAL,,SP,Pacaembu 
02/04/2025,Feriado Municipal,MUNICIPAL,,SP,Pacaembu 
27/11/2025,Feriado Municipal,MUNICIPAL,,SP,Pacaembu 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Palestina 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Palmares Paulista 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Palmares Paulista 
13/12/2025,Feriado Municipal,MUNICIPAL,,SP,Palmeira d'Oeste 
20/01/2025,"Fundação da cidade de Palmital e dia de São Sebastião, padroeiro da cidade",MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
18/04/2025,Sexta-feira da Paixão,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
19/06/2025,Corpus Christi,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Panorama 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,Feriado em Homenagem a Zumbi dos Palmares,SP,Panorama 
12/03/2025,Feriado Municipal,MUNICIPAL,,SP,Paraguaçu Paulista 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Paraibuna 
10/07/2025,Feriado Municipal,MUNICIPAL,,SP,Paraibuna 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Paraíso 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 823/08 de 21 de agosto de 2.008,SP,Paraíso 
20/04/2025,Feriado Municipal,MUNICIPAL,,SP,Paranapanema 
09/05/2025,Feriado Municipal,MUNICIPAL,,SP,Paranapanema 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Paranapanema 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Paranapuã 
16/09/2025,Feriado Municipal,MUNICIPAL,,SP,Paranapuã 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Paranapuã 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Parapuã 
18/02/2025,Feriado Municipal,MUNICIPAL,,SP,Pardinho 
31/05/2025,Feriado Municipal,MUNICIPAL,,SP,Pardinho 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Pariquera-Açu 
10/03/2025,Feriado Municipal,MUNICIPAL,,SP,Patrocínio Paulista 
28/07/2025,Feriado Municipal,MUNICIPAL,,SP,Patrocínio Paulista 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Paulicéia 
28/02/2025,Feriado Municipal,MUNICIPAL,,SP,Paulínia 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Paulo de Faria 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Paulo de Faria 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Paulo de Faria 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Pederneiras 
22/05/2025,Feriado Municipal,MUNICIPAL,,SP,Pederneiras 
20/01/2025,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
06/04/2025,Aniversário do Município,MUNICIPAL,"Aniversário da Cidade de Pedra Bela, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
09/08/2025,Nossa Sra da Pedra,MUNICIPAL,"Dia de Nossa Senhora da Pedra, conforme lei 321, de 29 de setembro de 2010.",SP,Pedra Bela 
20/11/2025,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme lei 489, de 29 de maio de 2015",SP,Pedra Bela 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Pedranópolis 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pedranópolis 
18/03/2025,Feriado Municipal,MUNICIPAL,,SP,Pedregulho 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pedregulho 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Pedregulho 
26/07/2025,Feriado Municipal,MUNICIPAL,,SP,Pedreira 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,Emenda a Lei Orgânica do Município no 30/08,SP,Pedreira 
07/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pedrinhas Paulista 
21/09/2025,Feriado Municipal,MUNICIPAL,,SP,Pedrinhas Paulista 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Pedrinhas Paulista 
09/04/2025,Feriado Municipal,MUNICIPAL,,SP,Pedro de Toledo 
26/07/2025,Feriado Municipal,MUNICIPAL,,SP,Pedro de Toledo 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1.017, de 20 de Dezembro de 2006",SP,Pedro de Toledo 
04/10/2025,São Francisco de Assis,MUNICIPAL,Padroeiro do município,SP,Penápolis 
25/10/2025,Aniversário da cidade,MUNICIPAL,,SP,Penápolis 
11/08/2025,Aniversário da Cidade,MUNICIPAL,Aniversário de Fundação de Pereira Barreto,SP,Pereira Barreto 
03/12/2025,São Francisco Xavier,MUNICIPAL,Dia do Padroeiro da cidade,SP,Pereira Barreto 
11/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pereiras 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Pereiras 
18/02/2025,Feriado Municipal,MUNICIPAL,,SP,Peruíbe 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Peruíbe 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Peruíbe 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Piacatu 
09/11/2025,Feriado Municipal,MUNICIPAL,,SP,Piacatu 
20/05/2025,Feriado Municipal,MUNICIPAL,,SP,Piedade 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Piedade 
05/11/2025,Feriado Municipal,MUNICIPAL,,SP,Pilar do Sul 
18/04/2025,Paixão de Cristo,MUNICIPAL,Dia da Paixão de Cristo,SP,Pindamonhangaba 
21/04/2025,São Benedito,MUNICIPAL,Dia de São Benedito,SP,Pindamonhangaba 
19/06/2025,Corpus Christi,MUNICIPAL,,SP,Pindamonhangaba 
08/09/2025,N. Sra do Bom Sucesso,MUNICIPAL,Dia de Nossa Senhora do Bom Sucesso,SP,Pindamonhangaba 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Pindorama 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Pindorama 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Pindorama 
03/05/2025,Feriado Municipal,MUNICIPAL,,SP,Pinhalzinho 
24/09/2025,Feriado Municipal,MUNICIPAL,,SP,Pinhalzinho 
20/03/2025,Feriado Municipal,MUNICIPAL,,SP,Piquerobi 
29/09/2025,Feriado Municipal,MUNICIPAL,,SP,Piquerobi 
15/06/2025,Feriado Municipal,MUNICIPAL,,SP,Piquete 
29/09/2025,Feriado Municipal,MUNICIPAL,,SP,Piquete 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Piracaia 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Piracaia 
16/06/2025,Feriado Municipal,MUNICIPAL,,SP,Piracaia 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Piracicaba 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 5242/2003,SP,Piracicaba 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Piracicaba 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Piraju 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Pirajuí 
29/03/2025,Feriado Municipal,MUNICIPAL,,SP,Pirajuí 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Pirajuí 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Pirajuí 
07/03/2025,Feriado Municipal,MUNICIPAL,,SP,Pirangi 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Pirangi 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pirapora do Bom Jesus 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 855, de 28 de março de 2007",SP,Pirapora do Bom Jesus 
09/04/2025,Feriado Municipal,MUNICIPAL,,SP,Pirapozinho 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Pirapozinho 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pirassununga 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Pirassununga 
18/05/2025,Feriado Municipal,MUNICIPAL,,SP,Piratininga 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Pitangueiras 
27/07/2025,Feriado Municipal,MUNICIPAL,,SP,Pitangueiras 
03/04/2025,Feriado Municipal,MUNICIPAL,,SP,Planalto 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Planalto 
16/07/2025,Feriado Municipal,MUNICIPAL,,SP,Platina 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Platina 
30/12/2025,Feriado Municipal,MUNICIPAL,,SP,Platina 
26/03/2025,Feriado Municipal,MUNICIPAL,,SP,Poá 
03/05/2025,Feriado Municipal,MUNICIPAL,,SP,Poloni 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Poloni 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Poloni 
17/09/2025,Feriado Municipal,MUNICIPAL,,SP,Pompéia 
19/03/2025,São José,MUNICIPAL,Dia de São José,SP,Pongaí 
02/04/2025,Feriado Municipal,MUNICIPAL,,SP,Pongaí 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Pongaí 
10/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pontal 
10/04/2025,Feriado Municipal,MUNICIPAL,,SP,Pontes Gestal 
17/09/2025,Feriado Municipal,MUNICIPAL,,SP,Pontes Gestal 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Pontes Gestal 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Populina 
04/06/2025,Feriado Municipal,MUNICIPAL,,SP,Porangaba 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Porangaba 
21/07/2025,Feriado Municipal,MUNICIPAL,,SP,Porangaba 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Porangaba 
15/08/2025,Dia de Nossa Senhora Mãe dos Homens - Padroeira da Cidade,MUNICIPAL,,SP,Porto Feliz 
13/10/2025,Aniversário da Cidade,MUNICIPAL,,SP,Porto Feliz 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal 4.530, 05/11/2007",SP,Porto Feliz 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Porto Ferreira 
29/07/2025,Feriado Municipal,MUNICIPAL,,SP,Porto Ferreira 
19/05/2025,Feriado Municipal,MUNICIPAL,,SP,Potim 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Potim 
21/03/2025,Feriado Municipal,MUNICIPAL,,SP,Potirendaba 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Potirendaba 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Pradópolis 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Pradópolis 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Praia Grande 
22/03/2025,Feriado Municipal,MUNICIPAL,,SP,Pratânia 
06/08/2025,Feriado Municipal,MUNICIPAL,,SP,Pratânia 
22/11/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Alves 
02/12/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Alves 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Bernardes 
27/03/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Epitácio 
29/06/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Epitácio 
15/08/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Epitácio 
20/01/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Prudente 
14/09/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Prudente 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Prudente 
13/05/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Venceslau 
02/09/2025,Feriado Municipal,MUNICIPAL,,SP,Presidente Venceslau 
29/11/2025,Feriado Municipal,MUNICIPAL,,SP,Promissão 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Quatá 
28/03/2025,Feriado Municipal,MUNICIPAL,,SP,Queiroz 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Queiroz 
24/06/2025,Feriado Municipal,MUNICIPAL,,SP,Queluz 
30/11/2025,Feriado Municipal,MUNICIPAL,,SP,Quintana 
11/02/2025,Feriado Municipal,MUNICIPAL,,SP,Rafard 
13/06/2025,Dia de Santo Antônio,MUNICIPAL,,SP,Rancharia 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Rancharia 
03/05/2025,Feriado Municipal,MUNICIPAL,,SP,Redenção da Serra 
25/08/2025,Feriado Municipal,MUNICIPAL,,SP,Redenção da Serra 
20/11/2025,Dia da Consciência Negra,MUNICIPAL,,SP,Redenção da Serra 
08/12/2025,Feriado Municipal,MUNICIPAL,,SP,Redenção da Serra 
28/06/2025,Feriado Municipal,MUNICIPAL,,SP,Regente Feijó 
